Table 5. CRISPR Scores from Ba/F3 cells								
Gene	sgRNAs included	-IL-3 CS	+IL-3 CS	Differential CS	-IL-3 CS	+IL-3 CS	Differential CS	Average Differential CS
Gltp	10	-0,845	-0,946	0,101	-0,312	-0,674	0,362	0,2315
Dapk2	9	0,096	-0,166	0,262	0,46	0,259	0,201	0,2315
Skida1	10	-0,071	-0,118	0,047	0,581	0,164	0,417	0,232
Creb1	9	0,046	-0,046	0,092	0,235	-0,137	0,372	0,232
Gm1587	9	0,288	0,102	0,186	0,434	0,156	0,278	0,232
Zfp87	9	0,367	0,117	0,25	0,272	0,058	0,214	0,232
Gsg1	10	0,131	-0,148	0,279	0,305	0,12	0,185	0,232
Ccl20	10	0,559	0,34	0,219	0,419	0,174	0,245	0,232
Slc10a6	9	0,193	0,051	0,142	0,525	0,203	0,322	0,232
Enpp4	9	0,551	0,246	0,305	0,525	0,366	0,159	0,232
Erf	10	0,318	0,094	0,224	0,47	0,229	0,241	0,2325
Slc39a12	9	0,15	-0,053	0,203	0,102	-0,16	0,262	0,2325
Trim43c	8	-0,07	-0,014	-0,056	0,277	-0,244	0,521	0,2325
Caskin1	10	-0,883	-1,139	0,256	-0,936	-1,146	0,21	0,233
Mepe	10	-0,222	-0,255	0,033	0,195	-0,238	0,433	0,233
Nsun7	10	-0,66	-0,964	0,304	-0,521	-0,683	0,162	0,233
Kcnj9	8	0,315	0,251	0,064	0,314	-0,088	0,402	0,233
Cyp3a57	10	0,127	0,044	0,083	0,232	-0,151	0,383	0,233
Gpr37l1	10	0,198	-0,25	0,448	0,163	0,145	0,018	0,233
Dusp5	9	-5,373	-5,097	-0,276	-5,349	-6,092	0,743	0,2335
Adamts4	10	-0,307	-0,494	0,187	-0,633	-0,913	0,28	0,2335
Srgap1	9	0,33	-0,132	0,462	0,034	0,029	0,005	0,2335
Arfgef2	9	0,296	-0,218	0,514	-0,079	-0,032	-0,047	0,2335
Cep41	10	-0,02	-0,28	0,26	-0,41	-0,617	0,207	0,2335
Wfdc8	10	-0,062	-0,133	0,071	-0,058	-0,454	0,396	0,2335
Polg2	10	-4,433	-4,869	0,436	-4,334	-4,365	0,031	0,2335
Car8	10	-0,295	-0,609	0,314	-0,313	-0,467	0,154	0,234
Tnip2	10	0,259	0,116	0,143	0,335	0,01	0,325	0,234
Sh2b2	10	0,196	-0,24	0,436	-0,247	-0,279	0,032	0,234
Recql4	9	-2,181	-2,558	0,377	-3,311	-3,403	0,092	0,2345
Ccdc116	9	0,458	0,198	0,26	0,592	0,383	0,209	0,2345
Lrriq3	10	0,358	0,349	0,009	0,709	0,249	0,46	0,2345
Bfar	10	0,126	-0,133	0,259	0,332	0,122	0,21	0,2345
Tnfsf4	9	0,356	0,19	0,166	0,278	-0,025	0,303	0,2345
F8a	10	-2,177	-2,817	0,64	-2,481	-2,31	-0,171	0,2345
Racgap1	10	-3,856	-4,348	0,492	-4,391	-4,368	-0,023	0,2345
Plcb3	10	0,143	-0,208	0,351	-0,193	-0,312	0,119	0,235
Fam135a	8	0,489	0,132	0,357	0,383	0,27	0,113	0,235
Bend5	8	0,212	-0,221	0,433	-0,354	-0,391	0,037	0,235
Zbtb12	8	-0,301	-0,449	0,148	-0,425	-0,747	0,322	0,235
Atp11a	10	-0,089	0,008	-0,097	0,335	-0,232	0,567	0,235
Rchy1	9	-0,034	-0,273	0,239	-0,311	-0,542	0,231	0,235
Kif3c	10	0,3	0,011	0,289	0,589	0,407	0,182	0,2355
Sycp3	10	0,475	0,485	-0,01	0,726	0,245	0,481	0,2355
Gm5132	9	-0,25	-0,35	0,1	-0,168	-0,539	0,371	0,2355
Daglb	9	-0,054	-0,398	0,344	-0,591	-0,718	0,127	0,2355
Irf2bp1	9	0,075	-0,101	0,176	-0,16	-0,455	0,295	0,2355
Mdfic	9	0,436	0,055	0,381	0,198	0,108	0,09	0,2355
Plekho1	8	0,131	-0,16	0,291	0,264	0,084	0,18	0,2355
Flnb	8	0,044	-0,29	0,334	-0,162	-0,3	0,138	0,236
Qdpr	8	-0,294	-0,429	0,135	-0,325	-0,662	0,337	0,236
Cish	10	0,327	0,092	0,235	0,267	0,03	0,237	0,236
Rpl13a	10	-5,986	-6,25	0,264	-5,985	-6,194	0,209	0,2365
Rgs20	10	0,569	0,343	0,226	0,827	0,58	0,247	0,2365
Cnn3	10	0,482	0,201	0,281	0,324	0,132	0,192	0,2365
Erbb3	10	0,271	0,099	0,172	0,309	0,008	0,301	0,2365
Git1	10	-0,26	-0,398	0,138	-0,208	-0,543	0,335	0,2365
Papola	10	-1,279	-1,383	0,104	-1,768	-2,137	0,369	0,2365
Cdk14	8	0,584	0,138	0,446	0,409	0,381	0,028	0,237
Svs1	10	0,355	0,001	0,354	0,177	0,057	0,12	0,237
4930430F08Rik	9	0,46	0,291	0,169	0,582	0,277	0,305	0,237
Rnf148	9	0,374	0,34	0,034	0,558	0,118	0,44	0,237
Tmco6	9	-0,219	-0,509	0,29	-0,478	-0,662	0,184	0,237
Stk39	8	0,034	-0,535	0,569	-0,649	-0,554	-0,095	0,237
Gtpbp4	9	-4,325	-4,434	0,109	-4,347	-4,713	0,366	0,2375
Tmem147	10	-0,903	-0,826	-0,077	-0,733	-1,285	0,552	0,2375
Gadl1	8	0,355	-0,014	0,369	-0,555	-0,661	0,106	0,2375
Gm15114	4	-0,4	-0,889	0,489	-0,615	-0,601	-0,014	0,2375
Efcab14	6	0,294	0,132	0,162	0,657	0,344	0,313	0,2375
Defa20	9	-0,816	-0,84	0,024	-0,408	-0,859	0,451	0,2375
Ddx54	10	-3,823	-4,298	0,475	-5,088	-5,088	0	0,2375
Usp45	10	-0,227	-0,558	0,331	-0,384	-0,529	0,145	0,238
Fam53b	10	0,205	-0,089	0,294	0,305	0,122	0,183	0,2385
Gfod1	9	-0,103	-0,628	0,525	-0,269	-0,221	-0,048	0,2385
Cyp3a13	10	0,199	-0,156	0,355	0,257	0,135	0,122	0,2385
Fancl	8	-0,096	-0,255	0,159	-0,144	-0,462	0,318	0,2385
Mrps18b	8	-2,149	-2,287	0,138	-2,535	-2,875	0,34	0,239
Ino80b	10	-1,325	-1,187	-0,138	-1,288	-1,904	0,616	0,239
Vwc2l	10	0,47	0,362	0,108	0,852	0,482	0,37	0,239
Actl10	9	0,169	-0,059	0,228	0,403	0,153	0,25	0,239
Ly6g5b	10	0,144	-0,318	0,462	-0,195	-0,211	0,016	0,239
Ftsj1	10	0,261	-0,075	0,336	0,314	0,172	0,142	0,239
Ugt1a5	10	-0,558	-0,557	-0,001	-0,315	-0,794	0,479	0,239
Col17a1	8	-0,585	-1,119	0,534	-0,943	-0,887	-0,056	0,239
Papd4	10	0,912	0,751	0,161	0,953	0,635	0,318	0,2395
Helb	8	0,336	0,112	0,224	0,648	0,393	0,255	0,2395
Hist1h2bg	10	-2,943	-3,015	0,072	-3,58	-3,987	0,407	0,2395
Cenpi	10	-3,862	-4,389	0,527	-4,238	-4,19	-0,048	0,2395
Eno3	10	-1,219	-1,767	0,548	-1,449	-1,381	-0,068	0,24
4430402I18Rik	9	0,105	0,066	0,039	0,143	-0,298	0,441	0,24
Cilp2	10	-0,332	-0,485	0,153	-0,022	-0,349	0,327	0,24
Rnf217	9	-0,153	-0,575	0,422	-0,305	-0,363	0,058	0,24
Rbm34	8	-0,378	-0,835	0,457	-0,436	-0,459	0,023	0,24
Gnai3	10	-0,172	-0,137	-0,035	-0,205	-0,72	0,515	0,24
Enho	9	0,037	-0,169	0,206	0,005	-0,269	0,274	0,24
Wdr8	10	-1,34	-1,253	-0,087	-0,711	-1,279	0,568	0,2405
Ppp2cb	9	-0,041	-0,438	0,397	-0,263	-0,347	0,084	0,2405
Xpo7	9	0,072	-0,243	0,315	-0,084	-0,251	0,167	0,241
Dusp19	10	0,129	0,108	0,021	0,06	-0,401	0,461	0,241
Adam2	8	-1,13	-1,362	0,232	-0,84	-1,09	0,25	0,241
Atp2b1	9	-3,716	-4,018	0,302	-4,185	-4,366	0,181	0,2415
Creb3l2	8	-1,102	-0,99	-0,112	-0,948	-1,543	0,595	0,2415
Csrp2	9	0,391	0,17	0,221	0,462	0,2	0,262	0,2415
Edn2	10	0,136	-0,238	0,374	0,112	0,003	0,109	0,2415
Angel2	9	0,26	-0,02	0,28	0,154	-0,049	0,203	0,2415
Parp6	9	0,048	0,113	-0,065	0,322	-0,226	0,548	0,2415
Flii	10	-1,577	-1,592	0,015	-2,729	-3,197	0,468	0,2415
Znhit1	9	-2,813	-3,258	0,445	-3,441	-3,479	0,038	0,2415
Tcp1	9	-5,738	-6,495	0,757	-5,957	-5,684	-0,273	0,242
Cyp2c68	9	-0,693	-0,515	-0,178	-0,443	-1,105	0,662	0,242
Ttc14	9	-1,831	-2,317	0,486	-1,706	-1,704	-0,002	0,242
Tob1	9	-0,546	-0,736	0,19	-0,52	-0,815	0,295	0,2425
Acaa1b	8	0,222	-0,076	0,298	0,109	-0,078	0,187	0,2425
Trp53tg5	8	0,425	0,234	0,191	0,391	0,097	0,294	0,2425
Gabrr3	10	0,396	0,184	0,212	0,595	0,322	0,273	0,2425
Nuak1	8	-0,154	-0,232	0,078	0,363	-0,044	0,407	0,2425
Sel1l3	10	0,161	-0,131	0,292	0,237	0,044	0,193	0,2425
Ctxn3	9	0,378	0,293	0,085	0,621	0,221	0,4	0,2425
Mup5	7	-0,832	-0,86	0,028	-0,926	-1,384	0,458	0,243
Mrgpra2b	10	-0,762	-1,154	0,392	-0,87	-0,964	0,094	0,243
Hhatl	9	0,218	-0,139	0,357	0,211	0,082	0,129	0,243
Dnajc24	10	-1,474	-2,154	0,68	-2,925	-2,731	-0,194	0,243
Krtap10-4	10	-2,101	-1,919	-0,182	-2,173	-2,841	0,668	0,243
Kdm4b	10	-0,211	-0,605	0,394	0,111	0,018	0,093	0,2435
Tsga10	8	0,431	0,4	0,031	0,78	0,324	0,456	0,2435
Fblim1	10	0,012	-0,014	0,026	0,185	-0,276	0,461	0,2435
Suco	9	-0,344	-0,463	0,119	-0,775	-1,144	0,369	0,244
Alpk3	8	0,108	-0,191	0,299	-0,002	-0,191	0,189	0,244
9930111J21Rik1	10	-0,302	-0,377	0,075	-0,409	-0,822	0,413	0,244
Sdhc	9	-3,143	-3,453	0,31	-3,628	-3,807	0,179	0,2445
Cox15	8	-3,469	-3,674	0,205	-3,865	-4,149	0,284	0,2445
Barx2	9	0,239	0,099	0,14	0,394	0,045	0,349	0,2445
Defb45	10	0,414	0,384	0,03	0,753	0,294	0,459	0,2445
Prnp	10	-0,208	-0,332	0,124	-0,371	-0,736	0,365	0,2445
Ripply2	10	0,336	0,017	0,319	0,218	0,048	0,17	0,2445
Madd	9	-0,057	-0,042	-0,015	0,507	0,003	0,504	0,2445
Sapcd1	10	-0,78	-1,237	0,457	-1,053	-1,085	0,032	0,2445
Gm11437	10	-0,241	-0,266	0,025	-0,487	-0,952	0,465	0,245
Plcd3	9	-0,1	-0,112	0,012	0,51	0,032	0,478	0,245
Ddb2	9	0,25	0,236	0,014	0,336	-0,14	0,476	0,245
Phf14	9	-0,415	-0,811	0,396	-0,393	-0,487	0,094	0,245
Pomgnt1	9	0,241	-0,203	0,444	0,196	0,149	0,047	0,2455
Ms4a5	10	0,247	-0,082	0,329	0,239	0,077	0,162	0,2455
Usp17ld	10	0,228	-0,365	0,593	-0,581	-0,479	-0,102	0,2455
Nusap1	10	0,156	-0,159	0,315	0,124	-0,053	0,177	0,246
Gm13826	9	-4,698	-5,364	0,666	-4,933	-4,759	-0,174	0,246
Gsr	8	0,176	0,012	0,164	0,313	-0,016	0,329	0,2465
Mamdc2	9	-0,149	-0,297	0,148	-0,004	-0,349	0,345	0,2465
Fam221a	8	0,29	0,172	0,118	0,478	0,103	0,375	0,2465
Mos	9	-0,123	-0,402	0,279	-0,363	-0,577	0,214	0,2465
AA987161	9	-0,001	-0,235	0,234	-0,16	-0,419	0,259	0,2465
Gigyf1	8	-1,072	-1,49	0,418	-1,18	-1,256	0,076	0,247
Zfp819	9	0,098	0,073	0,025	0,327	-0,142	0,469	0,247
Lman1	8	0,229	-0,004	0,233	0,265	0,004	0,261	0,247
Tbata	8	0,31	0,228	0,082	0,49	0,078	0,412	0,247
Fst	8	-0,199	-0,391	0,192	-0,349	-0,651	0,302	0,247
Atp2a2	9	-0,712	-1,096	0,384	-2,61	-2,72	0,11	0,247
Dennd1b	9	0,017	-0,226	0,243	-0,007	-0,259	0,252	0,2475
Brcc3	8	0,54	0,141	0,399	0,275	0,179	0,096	0,2475
Vps4b	9	-0,346	-0,329	-0,017	-0,671	-1,184	0,513	0,248
Mrpl30	9	-2,606	-2,806	0,2	-2,938	-3,234	0,296	0,248
1100001G20Rik	9	0,466	0,02	0,446	0,285	0,235	0,05	0,248
Glipr2	10	0,468	0,248	0,22	0,61	0,334	0,276	0,248
Pcdh8	9	0,224	-0,046	0,27	0,54	0,314	0,226	0,248
Nsun2	9	-0,426	-0,516	0,09	-0,124	-0,53	0,406	0,248
Casq2	10	0,409	0,14	0,269	0,377	0,149	0,228	0,2485
Olfm1	9	-0,223	-0,37	0,147	0,168	-0,182	0,35	0,2485
Nde1	7	-0,244	-0,296	0,052	0,248	-0,197	0,445	0,2485
Tmbim6	9	-0,207	-0,505	0,298	-0,795	-0,994	0,199	0,2485
Tmem220	9	0,474	0,115	0,359	0,354	0,216	0,138	0,2485
Itch	9	0,534	0,315	0,219	0,642	0,364	0,278	0,2485
Ptpn18	9	-0,235	-0,552	0,317	0,048	-0,132	0,18	0,2485
Piwil4	9	-0,305	-0,536	0,231	-0,788	-1,054	0,266	0,2485
Lsm5	10	-2,27	-3,138	0,868	-3,202	-2,832	-0,37	0,249
Arl1	9	0,186	0,222	-0,036	-0,061	-0,595	0,534	0,249
Myh4	9	-0,063	0,089	-0,152	0,133	-0,517	0,65	0,249
Fam98a	8	0,311	0,038	0,273	0,698	0,473	0,225	0,249
Hcfc1	9	-3,214	-3,503	0,289	-3,546	-3,755	0,209	0,249
Fabp1	10	0,376	0,332	0,044	0,474	0,019	0,455	0,2495
Slco2a1	9	0,166	0,066	0,1	0,455	0,056	0,399	0,2495
2700097O09Rik	10	0,601	0,287	0,314	0,342	0,157	0,185	0,2495
Arhgef2	8	0,503	0,272	0,231	0,34	0,072	0,268	0,2495
Crmp1	10	0,137	0,026	0,111	0,474	0,086	0,388	0,2495
Gm3776	10	-0,414	-0,895	0,481	-0,722	-0,741	0,019	0,25
4833424O15Rik	10	0,311	-0,126	0,437	0,23	0,167	0,063	0,25
Poldip3	9	-0,105	-0,514	0,409	-0,196	-0,288	0,092	0,2505
Galnt3	9	0,353	-0,07	0,423	0,503	0,425	0,078	0,2505
Eif1b	10	0,299	-0,002	0,301	0,19	-0,011	0,201	0,251
Map7d1	10	-0,046	-0,153	0,107	-0,015	-0,41	0,395	0,251
Csf3	10	0,032	-0,208	0,24	-0,065	-0,328	0,263	0,2515
Pebp4	8	-0,462	-0,326	-0,136	0,36	-0,279	0,639	0,2515
Ndufc2	10	-1,846	-2,16	0,314	-3,004	-3,193	0,189	0,2515
4933434I20Rik	9	-0,132	-0,07	-0,062	-0,244	-0,81	0,566	0,252
Clk3	10	0,476	0,181	0,295	-0,195	-0,404	0,209	0,252
Sec11a	9	0,353	0,005	0,348	0,601	0,444	0,157	0,2525
Mmp11	8	-0,232	-0,264	0,032	0,323	-0,15	0,473	0,2525
Rbks	7	-0,143	-0,289	0,146	0,428	0,069	0,359	0,2525
Hist1h2aa	10	-0,863	-1,115	0,252	-0,633	-0,886	0,253	0,2525
Trim34a	9	0,641	0,412	0,229	0,66	0,383	0,277	0,253
Acap2	9	0,158	0,007	0,151	0,147	-0,208	0,355	0,253
Scn4b	10	0,396	0,185	0,211	0,302	0,007	0,295	0,253
Rhof	10	0,18	-0,172	0,352	0,024	-0,13	0,154	0,253
Cse1l	8	-5,688	-5,563	-0,125	-5,646	-6,277	0,631	0,253
Ppp1r35	7	-0,485	-0,955	0,47	-0,664	-0,701	0,037	0,2535
D830031N03Rik	8	-0,041	-0,097	0,056	0,392	-0,059	0,451	0,2535
Slc35a4	8	0,23	-0,062	0,292	0,204	-0,011	0,215	0,2535
Leprel2	7	0,02	-0,368	0,388	-0,605	-0,724	0,119	0,2535
Atad2b	9	0,374	0,075	0,299	0,423	0,215	0,208	0,2535
Pard3	8	0,182	0,112	0,07	0,677	0,24	0,437	0,2535
Ptpn6	9	-0,417	-0,526	0,109	-0,349	-0,747	0,398	0,2535
Mief2	8	-0,137	0,189	-0,326	0,044	-0,789	0,833	0,2535
Dus4l	8	0,651	0,375	0,276	0,562	0,33	0,232	0,254
Brms1l	9	0,729	0,33	0,399	0,481	0,371	0,11	0,2545
Ppp2r1b	9	-0,025	-0,227	0,202	-0,623	-0,93	0,307	0,2545
1810013L24Rik	7	-1,885	-2,153	0,268	-2,31	-2,551	0,241	0,2545
Rngtt	10	-5,356	-5,896	0,54	-6,173	-6,142	-0,031	0,2545
Fbln7	10	-0,125	-0,1	-0,025	0,362	-0,173	0,535	0,255
Zbtb2	9	0,161	-0,098	0,259	0,333	0,082	0,251	0,255
Cdkal1	10	0,372	0,133	0,239	0,495	0,224	0,271	0,255
Gm20767	10	-1,822	-1,867	0,045	-1,902	-2,368	0,466	0,2555
Fntb	7	-4,539	-5,242	0,703	-5,11	-4,919	-0,191	0,256
Ccdc11	8	-0,39	-0,772	0,382	-1,104	-1,234	0,13	0,256
Zfyve19	9	-0,116	-0,336	0,22	0,422	0,13	0,292	0,256
Myt1	10	-0,244	-0,709	0,465	-0,603	-0,65	0,047	0,256
Ctss	8	-0,142	-0,5	0,358	-0,136	-0,29	0,154	0,256
Card14	9	-0,966	-1,139	0,173	-0,663	-1,002	0,339	0,256
Rwdd3	10	0,384	0,13	0,254	0,541	0,283	0,258	0,256
Jade2	10	0,762	0,395	0,367	1,264	1,118	0,146	0,2565
Kdelc2	10	0,196	-0,241	0,437	-0,067	-0,143	0,076	0,2565
Plgrkt	8	0,468	0,225	0,243	0,492	0,222	0,27	0,2565
Prmt6	10	-0,686	-0,95	0,264	-0,797	-1,047	0,25	0,257
BC026585	10	0,331	0,072	0,259	0,493	0,238	0,255	0,257
Ttl	10	0,251	-0,028	0,279	0,189	-0,046	0,235	0,257
Ppib	9	0,147	-0,362	0,509	0,174	0,169	0,005	0,257
Klk1b22	10	-0,864	-1,088	0,224	-1,175	-1,465	0,29	0,257
Ndst2	9	-0,741	-0,949	0,208	-1,685	-1,992	0,307	0,2575
Lrrc57	8	0,108	-0,303	0,411	0,202	0,098	0,104	0,2575
Fbxl21	10	0,393	0,238	0,155	0,077	-0,283	0,36	0,2575
Gmnn	10	-1,517	-1,531	0,014	-1,121	-1,622	0,501	0,2575
Naa50	10	-2,811	-3,158	0,347	-3,158	-3,327	0,169	0,258
Pcm1	10	-0,046	-0,162	0,116	0,041	-0,359	0,4	0,258
Nebl	9	-0,555	-0,85	0,295	-0,573	-0,794	0,221	0,258
Fam58b	10	-4,613	-4,794	0,181	-4,63	-4,966	0,336	0,2585
Arf2	10	0,235	0,129	0,106	0,614	0,203	0,411	0,2585
Mrps15	10	-2,368	-2,989	0,621	-3,121	-3,017	-0,104	0,2585
Procr	9	0,107	-0,184	0,291	0,155	-0,071	0,226	0,2585
Ttyh3	8	-0,198	-0,23	0,032	-0,022	-0,507	0,485	0,2585
Gpr113	8	-0,049	-0,371	0,322	-0,267	-0,462	0,195	0,2585
Asic4	10	-0,043	-0,473	0,43	-0,078	-0,165	0,087	0,2585
Terf1	7	-3,743	-4,735	0,992	-3,542	-3,067	-0,475	0,2585
Ccdc115	10	-2,342	-2,84	0,498	-2,813	-2,833	0,02	0,259
Gm561	10	-0,519	-0,496	-0,023	-0,484	-1,025	0,541	0,259
Ost4	8	-1,211	-1,219	0,008	-1,092	-1,602	0,51	0,259
Chchd3	9	0,361	-0,24	0,601	0,08	0,163	-0,083	0,259
Treml2	10	0,474	0,004	0,47	0,259	0,211	0,048	0,259
Abcc4	10	0,013	-0,288	0,301	-0,359	-0,577	0,218	0,2595
Jag1	9	0,434	0,185	0,249	0,6	0,33	0,27	0,2595
Usp12	10	0,243	-0,036	0,279	0,371	0,131	0,24	0,2595
Fgd6	9	-0,208	-0,026	-0,182	0,184	-0,517	0,701	0,2595
Dio1	9	-0,021	0,033	-0,054	0,028	-0,546	0,574	0,26
Txn2	8	-1,821	-2,235	0,414	-1,656	-1,762	0,106	0,26
Ammecr1l	9	0,376	-0,034	0,41	0,301	0,19	0,111	0,2605
Kcnj15	9	0,45	0,156	0,294	0,163	-0,064	0,227	0,2605
Taok3	9	-0,23	-0,528	0,298	0,178	-0,045	0,223	0,2605
Gm5901	8	-0,692	-0,74	0,048	-0,547	-1,021	0,474	0,261
Slc7a3	10	0,155	-0,068	0,223	0,078	-0,221	0,299	0,261
Gins2	9	-5,206	-5,476	0,27	-5,697	-5,95	0,253	0,2615
Sez6l2	9	0,094	-0,077	0,171	0,175	-0,177	0,352	0,2615
Dnaja4	7	-0,03	-0,026	-0,004	0,596	0,069	0,527	0,2615
Klhl41	10	0,292	-0,003	0,295	0,578	0,35	0,228	0,2615
Cyb5d1	10	0,437	0,121	0,316	0,549	0,342	0,207	0,2615
Fmnl3	8	-0,059	-0,181	0,122	-0,389	-0,79	0,401	0,2615
2700081O15Rik	10	-0,518	-0,728	0,21	-0,381	-0,696	0,315	0,2625
Tmem163	9	0,103	0,106	-0,003	0,618	0,09	0,528	0,2625
Krtap4-1	9	-0,761	-1,14	0,379	-1,158	-1,305	0,147	0,263
Psme4	9	0,574	0,348	0,226	0,547	0,247	0,3	0,263
Ncoa4	8	0,272	0,211	0,061	0,533	0,068	0,465	0,263
Ranbp9	10	-0,058	-0,531	0,473	-0,645	-0,698	0,053	0,263
Tnfsf13	9	0,129	-0,293	0,422	-0,54	-0,645	0,105	0,2635
Zkscan2	7	0,352	0,327	0,025	0,695	0,193	0,502	0,2635
Tssk6	7	0,032	-0,234	0,266	0,323	0,062	0,261	0,2635
Sesn3	9	0,168	0,011	0,157	0,32	-0,05	0,37	0,2635
Mmachc	10	-1,532	-1,597	0,065	-0,654	-1,117	0,463	0,264
Gorab	10	-0,18	-0,376	0,196	-0,169	-0,502	0,333	0,2645
Prkca	10	0,392	0,264	0,128	0,588	0,187	0,401	0,2645
Nrg4	9	0,234	-0,127	0,361	0,405	0,237	0,168	0,2645
Ube3a	8	0,919	0,761	0,158	1,074	0,703	0,371	0,2645
Msln	9	-0,832	-0,875	0,043	-0,572	-1,058	0,486	0,2645
Zmiz1	9	-0,788	-0,887	0,099	-1,555	-1,985	0,43	0,2645
Tsc22d4	8	-0,744	-0,329	-0,415	-0,479	-1,424	0,945	0,265
Hsd17b12	10	-3,882	-4,07	0,188	-4,321	-4,663	0,342	0,265
Raet1d	9	0,284	0,512	-0,228	0,718	-0,041	0,759	0,2655
A430005L14Rik	10	-0,304	-0,95	0,646	-0,967	-0,852	-0,115	0,2655
Sbp	10	-0,467	-0,858	0,391	-0,632	-0,772	0,14	0,2655
Gm757	10	-0,261	-0,766	0,505	-0,168	-0,194	0,026	0,2655
Fam71e2	10	-0,283	-0,837	0,554	-0,929	-0,906	-0,023	0,2655
Mrpl54	10	-2,96	-3,196	0,236	-3,644	-3,939	0,295	0,2655
Cops3	9	-3,329	-4,019	0,69	-4,347	-4,189	-0,158	0,266
Dmrtb1	10	-0,624	-1,405	0,781	-1,596	-1,347	-0,249	0,266
Vcpip1	9	-1,318	-1,03	-0,288	-0,901	-1,721	0,82	0,266
Stac3	8	-0,213	-0,8	0,587	-0,617	-0,562	-0,055	0,266
Cad	10	-5,512	-5,863	0,351	-5,968	-6,149	0,181	0,266
Dpysl3	9	-0,394	-0,594	0,2	-0,13	-0,463	0,333	0,2665
Slc23a3	10	-0,418	-0,165	-0,253	0,253	-0,533	0,786	0,2665
Ddx24	9	-2,735	-3,514	0,779	-4,001	-3,756	-0,245	0,267
AF067061	10	-2,673	-2,237	-0,436	-2,204	-3,174	0,97	0,267
Psma8	9	0,289	0,125	0,164	0,793	0,423	0,37	0,267
Slitrk6	10	-0,113	-0,372	0,259	-0,269	-0,545	0,276	0,2675
Capn7	9	0,341	0,282	0,059	0,455	-0,021	0,476	0,2675
Stk38l	10	-0,407	-0,29	-0,117	-0,686	-1,339	0,653	0,268
Ephb4	10	-0,438	-0,676	0,238	-0,525	-0,823	0,298	0,268
Sec24c	8	-0,167	-0,836	0,669	-0,555	-0,423	-0,132	0,2685
Ppfibp2	9	0,158	-0,117	0,275	0,168	-0,094	0,262	0,2685
Arrdc3	9	0,862	0,641	0,221	0,787	0,471	0,316	0,2685
Rnf11	10	0,536	0,266	0,27	0,492	0,225	0,267	0,2685
Sept7	9	-2,061	-2,639	0,578	-3,031	-2,991	-0,04	0,269
Clec4b2	10	0,48	0,209	0,271	0,404	0,137	0,267	0,269
Cpox	9	-0,143	-0,161	0,018	-0,613	-1,133	0,52	0,269
Rad54l	8	0,143	-0,185	0,328	0,136	-0,075	0,211	0,2695
Tmigd1	10	0,343	0,129	0,214	0,464	0,139	0,325	0,2695
Slc19a2	10	0,011	-0,787	0,798	-0,354	-0,095	-0,259	0,2695
Kpna4	10	0,425	0,053	0,372	0,175	0,007	0,168	0,27
Sumo1	9	-0,253	-0,466	0,213	-0,022	-0,349	0,327	0,27
Lars	10	-2,763	-3,283	0,52	-2,928	-2,949	0,021	0,2705
Lrr1	9	-4,379	-5,045	0,666	-4,953	-4,828	-0,125	0,2705
Haus5	10	-2,845	-3,223	0,378	-3,189	-3,353	0,164	0,271
Chrm4	9	0,361	0,099	0,262	0,559	0,279	0,28	0,271
Xiap	9	0,098	-0,094	0,192	0,036	-0,314	0,35	0,271
Atp10d	10	0,452	0,187	0,265	0,301	0,024	0,277	0,271
Obp2a	10	0,397	0,258	0,139	0,631	0,228	0,403	0,271
Iqcd	8	-1,245	-1,05	-0,195	-0,831	-1,569	0,738	0,2715
Tnf	8	0,346	-0,029	0,375	0,124	-0,044	0,168	0,2715
Zfp639	9	0,291	-0,21	0,501	-0,073	-0,115	0,042	0,2715
Zfp146	7	-0,171	-0,061	-0,11	-0,232	-0,885	0,653	0,2715
Tmeff1	8	-0,304	-0,515	0,211	-0,353	-0,685	0,332	0,2715
Dlc1	9	0,255	0,006	0,249	0,552	0,257	0,295	0,272
Def6	9	-0,356	-0,616	0,26	-0,328	-0,612	0,284	0,272
Ndufb7	10	-1,242	-1,689	0,447	-2,52	-2,617	0,097	0,272
Ccrn4l	10	0,127	-0,209	0,336	0,252	0,044	0,208	0,272
Pygo2	8	-0,77	-0,804	0,034	-0,861	-1,371	0,51	0,272
Fam162a	10	-0,061	0,046	-0,107	0,304	-0,348	0,652	0,2725
Gm14920	10	0,095	-0,238	0,333	-0,151	-0,363	0,212	0,2725
Peli1	9	0,452	0,271	0,181	0,303	-0,061	0,364	0,2725
4930402H24Rik	9	0,262	-0,114	0,376	0,326	0,157	0,169	0,2725
Spns1	9	-0,942	-1,032	0,09	-0,686	-1,141	0,455	0,2725
Fbxl20	10	0,811	0,603	0,208	0,934	0,597	0,337	0,2725
Tfip11	9	-2,548	-2,134	-0,414	-1,945	-2,905	0,96	0,273
Gosr2	10	-2,123	-2,196	0,073	-1,654	-2,127	0,473	0,273
Atf5	7	-0,48	-1,027	0,547	-0,853	-0,854	0,001	0,274
Akap9	8	-0,203	-0,296	0,093	-0,134	-0,589	0,455	0,274
Pou2f1	10	-0,118	-0,396	0,278	-0,335	-0,605	0,27	0,274
2010300C02Rik	10	-0,232	-0,558	0,326	-1,062	-1,284	0,222	0,274
Eif4a3	10	-5,838	-6,256	0,418	-5,534	-5,664	0,13	0,274
Mfn1	10	-0,441	-0,738	0,297	-1,196	-1,448	0,252	0,2745
