Gene 1	Gene 2	Group 1	Group 2	Source	SynLet q-value	Buffer q-value
MTOR	PARP1	Predict	BrPa	OVCAR8	1	0.755343655
MTOR	UBB	Predict	Red	HT29	1	0.763411823
MTOR	UBB	Predict	Red	A375	0.905205696	0.774542328
MTOR	PARP1	Predict	BrPa	Meljuso	1	0.78443494
MTOR	MAP2K2	Predict	Mapk	A549	1	0.793745136
MTOR	WEE1	Predict	Predict	A549	1	0.794298083
MTOR	IMPDH1	Predict	Predict	OVCAR8	1	0.806370322
MTOR	BCL2L1	Predict	Apop	A375	1	0.820465619
MTOR	MAP2K2	Predict	Mapk	Meljuso	1	0.834100259
MTOR	CD81	Predict	Ctrl	Meljuso	1	0.835427995
MTOR	HPRT intron	Predict	Ctrl	A375	1	0.835474832
MTOR	HPRT intron	Predict	Ctrl	A549	1	0.844617268
MTOR	MAP2K2	Predict	Mapk	OVCAR8	1	0.846157839
MTOR	WEE1	Predict	Predict	786O	1	0.853244993
MTOR	HSP90AA1	Predict	Predict	OVCAR8	1	0.866572751
MTOR	BRCA2	Predict	BrPa	OVCAR8	1	0.867742257
MTOR	PARP2	Predict	BrPa	A549	1	0.871968714
MTOR	MCL1	Predict	Apop	A549	0.978695313	0.875194976
MTOR	MTOR	Predict	Predict	OVCAR8	1	0.881454751
MTOR	BCL2L10	Predict	Apop	HT29	0.8654125	0.884488402
MTOR	PARP2	Predict	BrPa	HT29	0.906042576	0.884488402
MTOR	AKT3	Predict	AKT	HT29	0.933823782	0.884488402
MTOR	BCL2A1	Predict	Apop	786O	1	0.887799817
MTOR	IMPDH1	Predict	Predict	HT29	0.919126307	0.889227387
MTOR	AKT2	Predict	AKT	A549	0.904678431	0.899761649
MTOR	MCL1	Predict	Apop	786O	1	0.899924839
MTOR	MAP2K1	Predict	Mapk	OVCAR8	1	0.900314364
MTOR	BCL2L10	Predict	Apop	786O	1	0.900805033
MTOR	BCL2L1	Predict	Apop	Meljuso	1	0.900946907
MTOR	PARP1	Predict	BrPa	A375	0.922270331	0.902042308
MTOR	AKT1	Predict	AKT	HT29	0.910181559	0.902114286
MTOR	UBC	Predict	Red	Meljuso	0.960121094	0.904188111
MTOR	MAP2K1	Predict	Mapk	Meljuso	1	0.905688163
MTOR	CHEK1	Predict	Predict	A549	1	0.908287903
MTOR	BRCA2	Predict	BrPa	A549	1	0.911435034
MTOR	AKT2	Predict	AKT	786O	1	0.913724004
MTOR	HPRT intron	Predict	Ctrl	OVCAR8	1	0.914767368
MTOR	EEF2	Predict	Ctrl	OVCAR8	1	0.919173977
MTOR	AKT3	Predict	AKT	A549	1	0.924600855
MTOR	MAP2K2	Predict	Mapk	786O	1	0.929781962
MTOR	MAPK1	Predict	Mapk	OVCAR8	1	0.940919497
MTOR	AKT2	Predict	AKT	A375	0.967307051	0.941868952
MTOR	BCL2L10	Predict	Apop	OVCAR8	1	0.943441073
MTOR	IMPDH1	Predict	Predict	786O	1	0.945087722
MTOR	BRCA2	Predict	BrPa	HT29	0.906042576	0.946706478
MTOR	MAP2K1	Predict	Mapk	786O	1	0.951015613
MTOR	UBB	Predict	Red	Meljuso	1	0.952621987
MTOR	UBC	Predict	Red	786O	1	0.954655854
MTOR	PARP1	Predict	BrPa	786O	1	0.958402998
MTOR	BRCA1	Predict	BrPa	OVCAR8	0.976266667	0.966310773
MTOR	WEE1	Predict	Predict	OVCAR8	1	0.966419991
MTOR	HPRT intron	Predict	Ctrl	HT29	0.979438333	0.967066787
MTOR	HSP90AA1	Predict	Predict	A549	0.990293083	0.969228006
MTOR	IMPDH1	Predict	Predict	A549	0.981320876	0.969396076
MTOR	CD81	Predict	Ctrl	A375	0.785757519	0.972149611
MTOR	AKT1	Predict	AKT	786O	0.981201571	0.973530325
MTOR	PARP1	Predict	BrPa	A549	0.947899687	0.975952216
MTOR	AKT1	Predict	AKT	OVCAR8	0.996484637	0.976806365
MTOR	CHEK1	Predict	Predict	OVCAR8	1	0.982203919
MTOR	MCL1	Predict	Apop	OVCAR8	0.974376047	0.991900574
MTOR	UBC	Predict	Red	OVCAR8	0.960334694	0.992892259
MTOR	BCL2L2	Predict	Apop	OVCAR8	0.948208971	0.995950287
MTOR	HPRT intron	Predict	Ctrl	786O	0.927178839	0.996865349
MTOR	BCL2L2	Predict	Apop	Meljuso	0.952072572	0.999202264
MTOR	BCL2	Predict	Apop	786O	0.462890625	0.999987515
MTOR	AKT3	Predict	AKT	786O	0.504765064	0.999987515
MTOR	6T	Predict	Ctrl	786O	0.599721003	0.999987515
MTOR	MAPK1	Predict	Mapk	786O	0.628723547	0.999987515
MTOR	PARP2	Predict	BrPa	786O	0.684208633	0.999987515
MTOR	CHEK2	Predict	Predict	786O	0.713180466	0.999987515
MTOR	MAPK3	Predict	Mapk	786O	0.7561218	0.999987515
MTOR	BCL2L2	Predict	Apop	786O	0.808042003	0.999987515
MTOR	HSP90AA1	Predict	Predict	786O	0.831746434	0.999987515
MTOR	CD81	Predict	Ctrl	786O	0.866951012	0.999987515
MTOR	CHEK1	Predict	Predict	786O	0.872877829	0.999987515
MTOR	MTOR	Predict	Predict	Meljuso	0.005	1
MTOR	MCL1	Predict	Apop	Meljuso	0.017863636	1
MTOR	MCL1	Predict	Apop	A375	0.212042367	1
MTOR	PARP2	Predict	BrPa	Meljuso	0.338049207	1
MTOR	MCL1	Predict	Apop	HT29	0.39563342	1
MTOR	AKT1	Predict	AKT	A549	0.454892413	1
MTOR	BCL2A1	Predict	Apop	HT29	0.52061743	1
MTOR	6T	Predict	Ctrl	A375	0.522051042	1
MTOR	CHEK2	Predict	Predict	A549	0.529770739	1
MTOR	PARP1	Predict	BrPa	HT29	0.535087179	1
MTOR	BCL2L10	Predict	Apop	Meljuso	0.537074575	1
MTOR	PARP2	Predict	BrPa	A375	0.538498608	1
MTOR	BCL2L2	Predict	Apop	A549	0.550058239	1
MTOR	IMPDH1	Predict	Predict	A375	0.583253773	1
MTOR	MTOR	Predict	Predict	A549	0.586103604	1
MTOR	UBB	Predict	Red	A549	0.614646289	1
MTOR	MAPK1	Predict	Mapk	Meljuso	0.614707866	1
MTOR	6T	Predict	Ctrl	A549	0.618444195	1
MTOR	BCL2	Predict	Apop	HT29	0.640000791	1
MTOR	CD81	Predict	Ctrl	OVCAR8	0.644966612	1
MTOR	IMPDH1	Predict	Predict	Meljuso	0.645946448	1
MTOR	BCL2L10	Predict	Apop	A549	0.653615297	1
MTOR	6T	Predict	Ctrl	Meljuso	0.657583597	1
MTOR	AKT1	Predict	AKT	Meljuso	0.670905072	1
MTOR	MTOR	Predict	Predict	A375	0.685071823	1
MTOR	PARP2	Predict	BrPa	OVCAR8	0.685095257	1
MTOR	MAPK1	Predict	Mapk	A549	0.697808931	1
MTOR	MAP2K1	Predict	Mapk	A549	0.716397489	1
MTOR	BCL2L2	Predict	Apop	HT29	0.717307767	1
MTOR	CHEK2	Predict	Predict	A375	0.724143326	1
MTOR	BRCA1	Predict	BrPa	A549	0.736427996	1
MTOR	BCL2	Predict	Apop	A375	0.740394167	1
MTOR	MAPK3	Predict	Mapk	OVCAR8	0.753848393	1
MTOR	AKT2	Predict	AKT	OVCAR8	0.761117327	1
MTOR	HSP90AA1	Predict	Predict	HT29	0.78737593	1
MTOR	6T	Predict	Ctrl	HT29	0.804899932	1
MTOR	BCL2L1	Predict	Apop	A549	0.807910907	1
MTOR	CD81	Predict	Ctrl	HT29	0.808244368	1
MTOR	BCL2	Predict	Apop	A549	0.825176624	1
MTOR	BCL2L2	Predict	Apop	A375	0.830991034	1
MTOR	AKT3	Predict	AKT	OVCAR8	0.850458116	1
MTOR	AKT2	Predict	AKT	HT29	0.873314577	1
MTOR	BRCA2	Predict	BrPa	Meljuso	0.87952318	1
MTOR	6T	Predict	Ctrl	OVCAR8	0.896764226	1
MTOR	AKT3	Predict	AKT	A375	0.899810461	1
MTOR	AKT3	Predict	AKT	Meljuso	0.900516353	1
MTOR	UBC	Predict	Red	A549	0.914153134	1
MTOR	WEE1	Predict	Predict	Meljuso	0.92160911	1
MTOR	HSP90AA1	Predict	Predict	Meljuso	0.923101643	1
MTOR	MTOR	Predict	Predict	HT29	0.929205882	1
MTOR	CD81	Predict	Ctrl	A549	0.940293333	1
MTOR	CHEK2	Predict	Predict	OVCAR8	0.942899258	1
MTOR	BCL2	Predict	Apop	OVCAR8	0.961799127	1
MTOR	BCL2	Predict	Apop	Meljuso	0.971239153	1
WEE1	BCL2L1	Predict	Apop	no HT29	1	0.001238095
WEE1	BCL2L1	Predict	Apop	no 786O	1	0.024235294
WEE1	BCL2L1	Predict	Apop	All 6	1	0.034596154
WEE1	BCL2L1	Predict	Apop	no A549	1	0.062765625
WEE1	CHEK2	Predict	Predict	no HT29	1	0.137621951
WEE1	EEF2	Predict	Ctrl	no HT29	1	0.15123913
WEE1	BCL2L1	Predict	Apop	no A375	1	0.157655738
WEE1	BCL2L1	Predict	Apop	no OVCAR8	1	0.182168675
WEE1	CHEK2	Predict	Predict	no A549	1	0.211585106
WEE1	EEF2	Predict	Ctrl	no A549	1	0.213587629
WEE1	CHEK2	Predict	Predict	All 6	1	0.218603448
WEE1	CHEK2	Predict	Predict	no Meljuso	1	0.231009174
WEE1	EEF2	Predict	Ctrl	All 6	1	0.234648855
WEE1	EEF2	Predict	Ctrl	no 786O	1	0.265251799
WEE1	EEF2	Predict	Ctrl	no OVCAR8	1	0.283416667
WEE1	CHEK2	Predict	Predict	no 786O	1	0.299420382
WEE1	CHEK2	Predict	Predict	no A375	1	0.308046729
WEE1	BCL2L1	Predict	Apop	no Meljuso	1	0.343620438
WEE1	BCL2L2	Predict	Apop	no A549	1	0.412032609
WEE1	BCL2L2	Predict	Apop	no 786O	1	0.412446809
WEE1	BCL2L2	Predict	Apop	no Meljuso	1	0.41488535
WEE1	MAPK3	Predict	Mapk	no 786O	1	0.420154639
WEE1	BCL2L2	Predict	Apop	All 6	1	0.447227979
WEE1	EEF2	Predict	Ctrl	no A375	1	0.456763158
WEE1	IMPDH1	Predict	Predict	no HT29	1	0.470457286
WEE1	BRCA2	Predict	BrPa	no 786O	1	0.472968468
WEE1	UBC	Predict	Red	no OVCAR8	1	0.478640212
WEE1	UBC	Predict	Red	no 786O	1	0.49963786
WEE1	BCL2L2	Predict	Apop	no OVCAR8	1	0.541347222
WEE1	MAPK3	Predict	Mapk	no OVCAR8	1	0.541347222
WEE1	MAP2K1	Predict	Mapk	no HT29	1	0.541408333
WEE1	BCL2L2	Predict	Apop	no HT29	1	0.554595918
WEE1	MAPK3	Predict	Mapk	no Meljuso	1	0.561400862
WEE1	MTOR	Predict	Predict	no 786O	1	0.562823105
WEE1	EEF2	Predict	Ctrl	no Meljuso	1	0.568902542
WEE1	IMPDH1	Predict	Predict	no A375	1	0.570946078
WEE1	MTOR	Predict	Predict	no Meljuso	1	0.573261411
WEE1	MAP2K2	Predict	Mapk	no OVCAR8	1	0.578980315
WEE1	IMPDH1	Predict	Predict	no 786O	1	0.582596552
WEE1	MTOR	Predict	Predict	no OVCAR8	1	0.589700389
WEE1	CHEK2	Predict	Predict	no OVCAR8	1	0.596288462
WEE1	IMPDH1	Predict	Predict	All 6	1	0.611061594
WEE1	MAP2K2	Predict	Mapk	All 6	1	0.628960714
WEE1	UBC	Predict	Red	no HT29	1	0.634989286
WEE1	MTOR	Predict	Predict	All 6	1	0.637225352
WEE1	MAP2K2	Predict	Mapk	no A375	1	0.649921488
WEE1	UBC	Predict	Red	All 6	1	0.660794521
WEE1	MAPK3	Predict	Mapk	All 6	1	0.660794521
WEE1	MAPK3	Predict	Mapk	no HT29	1	0.664937282
WEE1	IMPDH1	Predict	Predict	no A549	1	0.666894366
WEE1	MAP2K1	Predict	Mapk	no OVCAR8	1	0.673555556
WEE1	MCL1	Predict	Apop	no A549	1	0.677944444
WEE1	MAP2K2	Predict	Mapk	no HT29	1	0.680761905
WEE1	IMPDH1	Predict	Predict	no Meljuso	1	0.683130282
WEE1	BCL2L2	Predict	Apop	no A375	1	0.689831373
WEE1	AKT3	Predict	AKT	no OVCAR8	1	0.696789831
WEE1	MTOR	Predict	Predict	no HT29	1	0.704101974
WEE1	HSP90AA1	Predict	Predict	no A375	1	0.705259259
WEE1	BCL2A1	Predict	Apop	no Meljuso	1	0.723306189
WEE1	UBC	Predict	Red	no A375	1	0.734392226
WEE1	MAP2K1	Predict	Mapk	All 6	1	0.745459302
WEE1	MAP2K2	Predict	Mapk	no Meljuso	1	0.754482143
WEE1	AKT2	Predict	AKT	no HT29	1	0.754763689
WEE1	AKT2	Predict	AKT	no A549	1	0.758122112
WEE1	HSP90AA1	Predict	Predict	no Meljuso	1	0.760560831
WEE1	MCL1	Predict	Apop	no Meljuso	1	0.765255132
WEE1	HPRT intron	Predict	Ctrl	no OVCAR8	1	0.779828402
WEE1	MAP2K2	Predict	Mapk	no A549	1	0.779964286
WEE1	BCL2A1	Predict	Apop	no A375	1	0.781925566
WEE1	MAP2K1	Predict	Mapk	no A375	1	0.781925566
WEE1	PARP2	Predict	BrPa	no A549	1	0.781925566
WEE1	MTOR	Predict	Predict	no A549	1	0.785420245
WEE1	UBB	Predict	Red	no A549	1	0.785420245
WEE1	BCL2A1	Predict	Apop	no OVCAR8	1	0.788821839
WEE1	MCL1	Predict	Apop	no 786O	1	0.793410765
WEE1	BCL2L10	Predict	Apop	no HT29	1	0.810702479
WEE1	MCL1	Predict	Apop	All 6	1	0.81245283
WEE1	MTOR	Predict	Predict	no A375	1	0.829050147
WEE1	HPRT intron	Predict	Ctrl	All 6	1	0.842427461
WEE1	MAP2K1	Predict	Mapk	no 786O	1	0.846102151
WEE1	PARP2	Predict	BrPa	no 786O	1	0.846102151
WEE1	UBC	Predict	Red	no Meljuso	1	0.859752044
WEE1	HPRT intron	Predict	Ctrl	no HT29	1	0.860548813
WEE1	AKT2	Predict	AKT	All 6	1	0.863153453
WEE1	MCL1	Predict	Apop	no HT29	1	0.869887468
WEE1	HSP90AA1	Predict	Predict	All 6	1	0.879684864
WEE1	HPRT intron	Predict	Ctrl	no Meljuso	1	0.883946667
WEE1	PARP2	Predict	BrPa	no Meljuso	1	0.883946667
WEE1	PARP2	Predict	BrPa	All 6	1	0.886798526
WEE1	AKT3	Predict	AKT	no 786O	1	0.892997537
WEE1	BRCA2	Predict	BrPa	no HT29	1	0.897350126
WEE1	HPRT intron	Predict	Ctrl	no 786O	1	0.899417476
WEE1	PARP2	Predict	BrPa	no HT29	1	0.901072682
WEE1	AKT2	Predict	AKT	no Meljuso	1	0.917512887
WEE1	MAP2K2	Predict	Mapk	no 786O	1	0.920026005
WEE1	HPRT intron	Predict	Ctrl	no A549	1	0.921030691
WEE1	AKT2	Predict	AKT	no OVCAR8	1	0.932906863
WEE1	MCL1	Predict	Apop	no OVCAR8	1	0.932906863
WEE1	PARP2	Predict	BrPa	no OVCAR8	1	0.932906863
WEE1	HSP90AA1	Predict	Predict	no 786O	1	0.93378066
WEE1	AKT2	Predict	AKT	no 786O	1	0.935967136
WEE1	HPRT intron	Predict	Ctrl	no A375	1	0.939229167
WEE1	MAP2K1	Predict	Mapk	no Meljuso	1	0.95616129
WEE1	BCL2A1	Predict	Apop	All 6	1	0.974520642
WEE1	HSP90AA1	Predict	Predict	no OVCAR8	1	0.9838125
WEE1	IMPDH1	Predict	Predict	no OVCAR8	1	0.9838125
WEE1	MAP2K1	Predict	Mapk	no A549	1	0.989986014
WEE1	6T	Predict	Ctrl	All 6	1	1
WEE1	BCL2L10	Predict	Apop	All 6	1	1
WEE1	CD81	Predict	Ctrl	no A549	0.067170213	1
WEE1	WEE1	Predict	Predict	no 786O	0.074066667	1
WEE1	CHEK1	Predict	Predict	no OVCAR8	0.086938776	1
WEE1	CHEK1	Predict	Predict	no A375	0.097409091	1
WEE1	CHEK1	Predict	Predict	no Meljuso	0.09847541	1
WEE1	WEE1	Predict	Predict	no A549	0.099548387	1
WEE1	UBB	Predict	Red	All 6	1	1
WEE1	WEE1	Predict	Predict	no A375	0.115625	1
WEE1	WEE1	Predict	Predict	no OVCAR8	0.148846154	1
WEE1	BRCA1	Predict	BrPa	no Meljuso	0.227425532	1
WEE1	CHEK1	Predict	Predict	no A549	0.227481132	1
WEE1	BRCA2	Predict	BrPa	All 6	1	1
WEE1	AKT3	Predict	AKT	All 6	1	1
WEE1	CD81	Predict	Ctrl	no HT29	0.330390909	1
WEE1	CHEK1	Predict	Predict	no HT29	0.336451327	1
WEE1	CHEK1	Predict	Predict	no 786O	0.344137405	1
WEE1	CD81	Predict	Ctrl	no Meljuso	0.350583942	1
WEE1	BRCA1	Predict	BrPa	no A375	0.355154545	1
WEE1	WEE1	Predict	Predict	no HT29	0.371705426	1
WEE1	WEE1	Predict	Predict	no Meljuso	0.380033784	1
WEE1	BRCA1	Predict	BrPa	no A549	0.446010471	1
WEE1	PARP1	Predict	BrPa	no A549	0.491191781	1
WEE1	BRCA1	Predict	BrPa	no HT29	0.495738636	1
WEE1	CD81	Predict	Ctrl	no A375	0.5021875	1
WEE1	PARP1	Predict	BrPa	no HT29	0.520570652	1
WEE1	AKT1	Predict	AKT	no Meljuso	0.536368182	1
WEE1	CD81	Predict	Ctrl	no 786O	0.558008929	1
WEE1	BRCA1	Predict	BrPa	no 786O	0.594757085	1
WEE1	CD81	Predict	Ctrl	no OVCAR8	0.602273913	1
WEE1	BCL2L10	Predict	Apop	no A549	0.605836502	1
WEE1	PARP1	Predict	BrPa	no A375	0.612284211	1
WEE1	PARP1	Predict	BrPa	no 786O	0.660836177	1
WEE1	MAPK1	Predict	Mapk	no HT29	0.662655738	1
WEE1	PARP1	Predict	BrPa	no Meljuso	0.706194853	1
WEE1	BCL2	Predict	Apop	no 786O	0.71203268	1
WEE1	AKT1	Predict	AKT	no OVCAR8	0.7130625	1
WEE1	6T	Predict	Ctrl	no A549	0.772345238	1
WEE1	BRCA2	Predict	BrPa	no A549	0.782948571	1
WEE1	BCL2	Predict	Apop	no A375	0.789154098	1
WEE1	AKT1	Predict	AKT	no 786O	0.79196904	1
WEE1	MAPK1	Predict	Mapk	no A549	0.813926966	1
WEE1	AKT1	Predict	AKT	no HT29	0.82654955	1
WEE1	HSP90AA1	Predict	Predict	no HT29	0.838131195	1
WEE1	MAPK1	Predict	Mapk	no OVCAR8	0.857705015	1
WEE1	MAPK1	Predict	Mapk	no 786O	0.857765396	1
WEE1	PARP1	Predict	BrPa	no OVCAR8	0.872997101	1
WEE1	BCL2	Predict	Apop	All 6	0.899548052	1
WEE1	6T	Predict	Ctrl	no OVCAR8	0.883455056	1
WEE1	AKT1	Predict	AKT	no A549	0.886071053	1
WEE1	AKT1	Predict	AKT	no A375	0.897151436	1
WEE1	UBB	Predict	Red	no HT29	0.898475543	1
WEE1	AKT3	Predict	AKT	no A375	0.908744949	1
WEE1	MAPK1	Predict	Mapk	no A375	0.908744949	1
WEE1	AKT3	Predict	AKT	no HT29	0.925165354	1
WEE1	BRCA1	Predict	BrPa	no OVCAR8	0.929460317	1
WEE1	BCL2L10	Predict	Apop	no Meljuso	0.935129676	1
WEE1	UBB	Predict	Red	no Meljuso	0.935129676	1
WEE1	AKT3	Predict	AKT	no A549	0.95631358	1
WEE1	UBB	Predict	Red	no OVCAR8	0.976909794	1
WEE1	MAPK1	Predict	Mapk	All 6	0.758328358	1
WEE1	BCL2A1	Predict	Apop	no 786O	1	1
WEE1	AKT1	Predict	AKT	All 6	0.708598662	1
WEE1	6T	Predict	Ctrl	no 786O	1	1
WEE1	BCL2L10	Predict	Apop	no 786O	1	1
WEE1	UBB	Predict	Red	no 786O	1	1
WEE1	AKT2	Predict	AKT	no A375	1	1
WEE1	6T	Predict	Ctrl	no A375	1	1
WEE1	BCL2L10	Predict	Apop	no A375	1	1
WEE1	BRCA2	Predict	BrPa	no A375	1	1
WEE1	MAPK3	Predict	Mapk	no A375	1	1
WEE1	MCL1	Predict	Apop	no A375	1	1
WEE1	PARP2	Predict	BrPa	no A375	1	1
WEE1	UBB	Predict	Red	no A375	1	1
WEE1	UBC	Predict	Red	no A549	1	1
WEE1	HSP90AA1	Predict	Predict	no A549	1	1
WEE1	PARP1	Predict	BrPa	All 6	0.575770833	1
WEE1	BCL2	Predict	Apop	no A549	1	1
WEE1	BCL2A1	Predict	Apop	no A549	1	1
WEE1	MAPK3	Predict	Mapk	no A549	1	1
WEE1	BCL2A1	Predict	Apop	no HT29	1	1
WEE1	BRCA1	Predict	BrPa	All 6	0.421832335	1
WEE1	6T	Predict	Ctrl	no HT29	1	1
WEE1	BCL2	Predict	Apop	no HT29	1	1
WEE1	CD81	Predict	Ctrl	All 6	0.296045802	1
WEE1	MAPK1	Predict	Mapk	no Meljuso	1	1
WEE1	6T	Predict	Ctrl	no Meljuso	1	1
WEE1	AKT3	Predict	AKT	no Meljuso	1	1
WEE1	BCL2	Predict	Apop	no Meljuso	1	1
WEE1	BRCA2	Predict	BrPa	no Meljuso	1	1
WEE1	CHEK1	Predict	Predict	All 6	0.108644737	1
MTOR	WEE1	Predict	Predict	All 6	1	0.637225352
WEE1	BCL2	Predict	Apop	no OVCAR8	1	1
WEE1	BCL2L10	Predict	Apop	no OVCAR8	1	1
WEE1	BRCA2	Predict	BrPa	no OVCAR8	1	1
WEE1	BCL2L1	Predict	Apop	Meljuso	1	0.007217857
WEE1	BCL2L1	Predict	Apop	OVCAR8	1	0.071112179
WEE1	CHEK2	Predict	Predict	OVCAR8	1	0.08545303
WEE1	EEF2	Predict	Ctrl	Meljuso	1	0.178270979
WEE1	BCL2L1	Predict	Apop	A375	1	0.22635915
WEE1	IMPDH1	Predict	Predict	OVCAR8	1	0.261300287
WEE1	PARP2	Predict	BrPa	A375	1	0.294119258
WEE1	MAPK3	Predict	Mapk	A549	1	0.344548928
WEE1	BRCA2	Predict	BrPa	A549	1	0.345495171
WEE1	MAPK3	Predict	Mapk	A375	1	0.375134973
WEE1	BCL2L1	Predict	Apop	A549	1	0.426954518
WEE1	BCL2L10	Predict	Apop	A549	1	0.429606429
WEE1	MTOR	Predict	Predict	A375	1	0.460857143
WEE1	MCL1	Predict	Apop	A375	1	0.475210547
WEE1	BCL2L2	Predict	Apop	A375	1	0.516337245
WEE1	EEF2	Predict	Ctrl	A375	1	0.537372694
WEE1	UBC	Predict	Red	A549	1	0.560157561
WEE1	UBC	Predict	Red	Meljuso	1	0.561487012
WEE1	BCL2A1	Predict	Apop	A549	1	0.561896774
WEE1	HSP90AA1	Predict	Predict	HT29	1	0.574747826
WEE1	AKT2	Predict	AKT	A375	1	0.577508466
WEE1	IMPDH1	Predict	Predict	A549	0.987768856	0.578835
WEE1	EEF2	Predict	Ctrl	786O	1	0.584972614
WEE1	EEF2	Predict	Ctrl	A549	1	0.587798714
WEE1	CHEK2	Predict	Predict	A375	1	0.590464385
WEE1	BCL2A1	Predict	Apop	HT29	1	0.605144895
WEE1	BRCA1	Predict	BrPa	Meljuso	1	0.606249956
WEE1	AKT3	Predict	AKT	A375	1	0.607602859
WEE1	BRCA2	Predict	BrPa	OVCAR8	1	0.623434551
WEE1	MTOR	Predict	Predict	HT29	1	0.640310983
WEE1	BCL2	Predict	Apop	786O	1	0.665380291
WEE1	UBB	Predict	Red	HT29	1	0.668008748
WEE1	BRCA2	Predict	BrPa	Meljuso	1	0.672032176
WEE1	MAP2K1	Predict	Mapk	Meljuso	1	0.678871493
WEE1	MAP2K2	Predict	Mapk	786O	1	0.688215988
WEE1	MAP2K1	Predict	Mapk	A549	1	0.691956922
WEE1	AKT1	Predict	AKT	Meljuso	1	0.72175519
WEE1	BCL2A1	Predict	Apop	786O	1	0.758251344
WEE1	MAP2K2	Predict	Mapk	Meljuso	1	0.768351299
WEE1	EEF2	Predict	Ctrl	HT29	1	0.769902242
WEE1	MAPK1	Predict	Mapk	HT29	1	0.770451836
WEE1	MAP2K1	Predict	Mapk	A375	0.994833142	0.773160714
WEE1	CD81	Predict	Ctrl	A549	0.991790459	0.774920245
WEE1	BCL2L2	Predict	Apop	HT29	1	0.781670251
WEE1	BCL2	Predict	Apop	A375	0.9842343	0.784548643
WEE1	UBB	Predict	Red	Meljuso	1	0.784801124
WEE1	HPRT intron	Predict	Ctrl	HT29	0.993491453	0.787923507
WEE1	MTOR	Predict	Predict	A549	1	0.794298083
WEE1	BRCA1	Predict	BrPa	A375	1	0.795310559
WEE1	CHEK2	Predict	Predict	786O	1	0.798599248
WEE1	HPRT intron	Predict	Ctrl	A375	1	0.821720184
WEE1	MAP2K2	Predict	Mapk	A549	1	0.824006573
WEE1	IMPDH1	Predict	Predict	Meljuso	1	0.830556334
WEE1	BCL2L2	Predict	Apop	A549	1	0.838515928
WEE1	UBB	Predict	Red	OVCAR8	1	0.846157839
WEE1	IMPDH1	Predict	Predict	A375	0.902792857	0.847127306
WEE1	BCL2L2	Predict	Apop	786O	1	0.847729945
WEE1	AKT3	Predict	AKT	Meljuso	1	0.849806214
WEE1	BCL2L10	Predict	Apop	Meljuso	1	0.851684506
WEE1	MTOR	Predict	Predict	786O	1	0.853244993
WEE1	MAPK1	Predict	Mapk	A549	0.929526502	0.854360976
WEE1	CHEK2	Predict	Predict	A549	1	0.855502471
WEE1	UBC	Predict	Red	A375	1	0.862738037
WEE1	AKT2	Predict	AKT	786O	1	0.866080176
WEE1	BCL2L2	Predict	Apop	OVCAR8	1	0.867207797
WEE1	AKT3	Predict	AKT	HT29	1	0.869384522
WEE1	BCL2L1	Predict	Apop	786O	1	0.87048006
WEE1	HSP90AA1	Predict	Predict	A549	1	0.876194463
WEE1	HPRT intron	Predict	Ctrl	Meljuso	1	0.882587649
WEE1	MAP2K1	Predict	Mapk	786O	1	0.882807525
WEE1	EEF2	Predict	Ctrl	OVCAR8	1	0.88606741
WEE1	CHEK2	Predict	Predict	Meljuso	1	0.886903806
WEE1	BRCA2	Predict	BrPa	A375	0.954546958	0.89765528
WEE1	HSP90AA1	Predict	Predict	OVCAR8	1	0.917857675
WEE1	PARP2	Predict	BrPa	OVCAR8	1	0.917857675
WEE1	6T	Predict	Ctrl	OVCAR8	1	0.919173977
WEE1	CHEK1	Predict	Predict	A375	0.943231994	0.922443478
WEE1	HPRT intron	Predict	Ctrl	786O	1	0.925595836
WEE1	MCL1	Predict	Apop	Meljuso	0.964578704	0.926368223
WEE1	MAPK3	Predict	Mapk	Meljuso	0.981921875	0.932584286
WEE1	BCL2L10	Predict	Apop	OVCAR8	1	0.939288025
WEE1	AKT1	Predict	AKT	OVCAR8	1	0.943325217
WEE1	AKT2	Predict	AKT	Meljuso	1	0.943669455
WEE1	MCL1	Predict	Apop	OVCAR8	1	0.946305943
WEE1	UBC	Predict	Red	HT29	1	0.949595116
WEE1	MCL1	Predict	Apop	A549	1	0.95012216
WEE1	WEE1	Predict	Predict	786O	1	0.951606579
WEE1	PARP1	Predict	BrPa	HT29	1	0.953014769
WEE1	MAP2K1	Predict	Mapk	OVCAR8	0.967424603	0.95518038
WEE1	AKT2	Predict	AKT	OVCAR8	0.999462017	0.955537275
WEE1	6T	Predict	Ctrl	A549	0.7589825	0.957226923
WEE1	PARP2	Predict	BrPa	A549	0.924948214	0.957226923
WEE1	AKT2	Predict	AKT	A549	0.970146667	0.957226923
WEE1	HPRT intron	Predict	Ctrl	OVCAR8	0.976266667	0.959586988
WEE1	6T	Predict	Ctrl	HT29	0.910181559	0.96192549
WEE1	PARP2	Predict	BrPa	HT29	1	0.965056657
WEE1	HSP90AA1	Predict	Predict	786O	0.927178839	0.965725559
WEE1	MTOR	Predict	Predict	OVCAR8	1	0.966419991
WEE1	MCL1	Predict	Apop	HT29	0.979438333	0.967066787
WEE1	UBC	Predict	Red	786O	0.938559821	0.973530325
WEE1	IMPDH1	Predict	Predict	786O	0.949381206	0.975797047
