Symbol	Gene_ID	Rank	RSA.p-value	FDR
MFI2	4241	5224	0.468932672	0.61614737
CELSR2	1952	5225	0.469033252	0.616161577
NOS2	4843	5226	0.470067129	0.617316919
RTP3	83597	5227	0.470096671	0.617316919
IL10	3586	5228	0.470182525	0.617316919
AMPD1	270	5229	0.470348834	0.617381784
SCNN1G	6340	5230	0.47041182	0.617381784
ATM	472	5231	0.470818091	0.61779686
RPLP2	6181	5232	0.471018457	0.617880306
NXN	64359	5233	0.471079649	0.617880306
LOC390282	390282	5234	0.471151737	0.617880306
MLLT6	4302	5235	0.471287037	0.617938655
POLI	11201	5236	0.471376282	0.617938655
F11R	50848	5237	0.471739579	0.618112276
RANBP9	10048	5238	0.471943037	0.618112276
HOMER3	9454	5239	0.471944454	0.618112276
KLK6	5653	5240	0.47198028	0.618112276
UBR5	51366	5241	0.472006092	0.618112276
LRRC58	116064	5242	0.472049031	0.618112276
GNRH1	2796	5243	0.472255326	0.618256353
ADORA2A	135	5244	0.472339207	0.618256353
COL8A1	1295	5245	0.47251072	0.618362933
POFUT1	23509	5246	0.472621293	0.618389736
DES	1674	5247	0.472879122	0.618609166
GFRAL	389400	5248	0.473108584	0.618706298
RAP1A	5906	5249	0.473133648	0.618706298
IL26	55801	5250	0.47337565	0.618763758
RAPGEFL1	51195	5251	0.473404974	0.618763758
KCNT2	343450	5252	0.473453722	0.618763758
COLQ	8292	5253	0.473538173	0.618763758
LIPF	8513	5254	0.473720533	0.618884229
ABCA9	10350	5255	0.47388541	0.618981818
CFL1	1072	5256	0.474321584	0.619384624
GPR6	2830	5257	0.474374267	0.619384624
RASA4	10156	5258	0.474576725	0.619531122
PRDX2	7001	5259	0.474671956	0.619537613
EPHA3	2042	5260	0.474775433	0.619554862
IMPDH2	3615	5261	0.475115934	0.619881348
COMTD1	118881	5262	0.475268795	0.619962944
PTGER2	5732	5263	0.475668698	0.620291914
GDF2	2658	5264	0.475701724	0.620291914
SMARCAD1	56916	5265	0.475874978	0.620399971
A1BG	1	5266	0.476135533	0.620621781
ENG	2022	5267	0.476331816	0.620759747
CHUK	1147	5268	0.476568468	0.620950259
KSR2	283455	5269	0.476704062	0.621009049
CCL8	6355	5270	0.476915497	0.621166598
LPAR2	9170	5271	0.477089082	0.621260391
TUBA1A	7846	5272	0.477199227	0.621260391
STOML2	30968	5273	0.477262715	0.621260391
GPR113	165082	5274	0.477349549	0.621260391
PACSIN3	29763	5275	0.47804465	0.622047105
ANGPTL1	9068	5276	0.47819106	0.622119681
BUB1	699	5277	0.478305223	0.622150284
ITGB5	3693	5278	0.478562314	0.622254852
RAB27B	5874	5279	0.478566924	0.622254852
HOXD12	3238	5280	0.47893337	0.622613381
AP2M1	1173	5281	0.479166271	0.622692681
HRH4	59340	5282	0.479175807	0.622692681
CPA3	1359	5283	0.479437128	0.622913195
MFRP	83552	5284	0.479526999	0.622913195
CDK2	1017	5285	0.479785723	0.622992249
GDF10	2662	5286	0.47981044	0.622992249
PRKACG	5568	5287	0.479860143	0.622992249
MAS1	4142	5288	0.479960091	0.623000969
STX7	8417	5289	0.480072325	0.623000969
MAFB	9935	5290	0.48013915	0.623000969
MEP1B	4225	5291	0.480508148	0.623361922
RAD17	5884	5292	0.480693181	0.623420337
HOMER1	9456	5293	0.480785679	0.623420337
RAGE	5891	5294	0.480923668	0.623420337
ALKBH2	121642	5295	0.480974094	0.623420337
VDAC3	7419	5296	0.4810073	0.623420337
GNB5	10681	5297	0.481121443	0.623450554
APOF	319	5298	0.48135675	0.623583459
HTR2C	3358	5299	0.481432819	0.623583459
TOP2B	7155	5300	0.481518127	0.623583459
CLEC5A	23601	5301	0.4815874	0.623583459
GPR123	84435	5302	0.481881283	0.623789468
STK16	8576	5303	0.481987028	0.623789468
POLM	27434	5304	0.482019134	0.623789468
IFITM1	8519	5305	0.482299615	0.624034789
F7	2155	5306	0.482650328	0.624370873
TAOK1	57551	5307	0.48278317	0.624425038
FOXD2	2306	5308	0.483278457	0.62489896
UHRF2	115426	5309	0.483331669	0.62489896
CRABP2	1382	5310	0.483479681	0.624939517
PNRC2	55629	5311	0.48354513	0.624939517
ACE2	59272	5312	0.484111283	0.625553435
ROBO4	54538	5313	0.48433477	0.625562217
LNX1	84708	5314	0.484422568	0.625562217
MCC	4163	5315	0.484443225	0.625562217
TIMD4	91937	5316	0.484567469	0.625562217
CA11	770	5317	0.484683144	0.625562217
TYSND1	219743	5318	0.484686032	0.625562217
ADAMTS8	11095	5319	0.484756036	0.625562217
AGL	178	5320	0.485145405	0.625947004
OR4N4	283694	5321	0.485565022	0.626366422
TRIP4	9325	5322	0.485652986	0.626366422
KCNMB1	3779	5323	0.485836999	0.626459031
FBXO9	26268	5324	0.485907325	0.626459031
PDE4D	5144	5325	0.486235106	0.626708693
BPGM	669	5326	0.486312984	0.626708693
KCNN1	3780	5327	0.48640473	0.626708693
QSOX1	5768	5328	0.486588185	0.626708693
KLK7	5650	5329	0.486633161	0.626708693
PSMC4	5704	5330	0.486648796	0.626708693
LAMA2	3908	5331	0.486964835	0.626998054
PDGFRA	5156	5332	0.487150215	0.627119106
DUSP16	80824	5333	0.487286329	0.627176704
CBL	867	5334	0.487483397	0.627312718
DCX	1641	5335	0.487779449	0.627544771
GHRL	51738	5336	0.487870998	0.627544771
STK17B	9262	5337	0.488039929	0.627544771
RGS7	6000	5338	0.488092254	0.627544771
TAC1	6863	5339	0.488120853	0.627544771
PLD2	5338	5340	0.488468987	0.627874743
MGLL	11343	5341	0.488562532	0.627877405
CXCL10	3627	5342	0.488827683	0.628088294
CHD1	1105	5343	0.488994805	0.628088294
ANAPC1	64682	5344	0.489001143	0.628088294
TRIM22	10346	5345	0.489126278	0.628131482
FBXW7	55294	5346	0.489516795	0.628399006
RBBP7	5931	5347	0.489517699	0.628399006
SEZ6L	23544	5348	0.489717997	0.628538581
PTGDR	5729	5349	0.489981031	0.628758608
BCHE	590	5350	0.490864093	0.629736661
PRPF6	24148	5351	0.490926701	0.629736661
ADRB3	155	5352	0.491340803	0.629978201
DOCK2	1794	5353	0.491405734	0.629978201
AATK	9625	5354	0.491494037	0.629978201
F12	2161	5355	0.491538196	0.629978201
UBQLN1	29979	5356	0.491573899	0.629978201
CXCR4	7852	5357	0.49179604	0.630145234
PCCB	5096	5358	0.491888891	0.630146575
BMP3	651	5359	0.492340747	0.630607742
ALPK3	57538	5360	0.492523784	0.630723238
NUP62	23636	5361	0.492614697	0.630723238
SLC7A14	57709	5362	0.492728975	0.630751899
LOH3CR2A	29931	5363	0.492977425	0.630835672
SPSB4	92369	5364	0.492978226	0.630835672
ACTR2	10097	5365	0.493468949	0.631299177
OLIG1	116448	5366	0.493524386	0.631299177
NR1I3	9970	5367	0.4937047	0.63141216
ENSA	2029	5368	0.493797004	0.631412562
BCAM	4059	5369	0.493968903	0.631514723
PRMT2	3275	5370	0.494119973	0.631590222
RAB11B	9230	5371	0.494323325	0.631732508
L1CAM	3897	5372	0.49451696	0.631862326
GDF3	9573	5373	0.494821181	0.632133368
IRF2	3660	5374	0.49495339	0.632184605
LOC100131514	100131514	5375	0.495096443	0.632249672
FGF10	2255	5376	0.495252671	0.632331535
RRM1	6240	5377	0.495905972	0.632697584
MAPKAPK5	8550	5378	0.496027642	0.632697584
USP9Y	8287	5379	0.496117024	0.632697584
MGST2	4258	5380	0.496236485	0.632697584
TPMT	7172	5381	0.49624013	0.632697584
CYP2C18	1562	5382	0.496295825	0.632697584
OR2T8	343172	5383	0.49637095	0.632697584
UBL4B	164153	5384	0.496382312	0.632697584
CA5B	11238	5385	0.496385244	0.632697584
TXNDC8	255220	5386	0.496564117	0.632697584
ASPM	259266	5387	0.496633271	0.632697584
OPN5	221391	5388	0.496698038	0.632697584
BHLHE22	27319	5389	0.496832518	0.632697584
NOG	9241	5390	0.496895872	0.632697584
GBA2	57704	5391	0.49692201	0.632697584
FOXG1	2290	5392	0.497029898	0.632717585
SLC38A2	54407	5393	0.497325364	0.632856514
RGS14	10636	5394	0.497406436	0.632856514
NRXN2	9379	5395	0.497415631	0.632856514
LILRB3	11025	5396	0.497618426	0.632905281
PCDH9	5101	5397	0.497638374	0.632905281
AGXT2	64902	5398	0.497908098	0.633064611
NR3C2	4306	5399	0.497948111	0.633064611
GCLC	2729	5400	0.498072057	0.633104926
AFG3L2	10939	5401	0.498265828	0.633233965
ASCL2	430	5402	0.498479095	0.633387728
FAM5B	57795	5403	0.498624178	0.633454814
MAGED1	9500	5404	0.498747944	0.633494798
APOC3	345	5405	0.498893875	0.633562611
PHF20	51230	5406	0.499017587	0.633562611
CARD8	22900	5407	0.499092731	0.633562611
STX19	415117	5408	0.499253026	0.633562611
TFR2	7036	5409	0.499262844	0.633562611
TMPRSS2	7113	5410	0.49948842	0.633662107
SIRPB1	10326	5411	0.499525883	0.633662107
MLX	6945	5412	0.499938176	0.633993568
APOH	350	5413	0.499971909	0.633993568
SLC1A1	6505	5414	0.500297763	0.634150282
CLK2	1196	5415	0.500332851	0.634150282
MYB	4602	5416	0.500691568	0.634150282
WBSCR22	114049	5417	0.50078158	0.634150282
MLLT10	8028	5418	0.500794936	0.634150282
LINGO1	84894	5419	0.500839701	0.634150282
DLK1	8788	5420	0.5009465	0.634150282
SYNJ2	8871	5421	0.501051689	0.634150282
IKBKB	3551	5422	0.501058948	0.634150282
FBXO33	254170	5423	0.501231822	0.634150282
SORCS2	57537	5424	0.501232687	0.634150282
PLCG2	5336	5425	0.501285627	0.634150282
SLC24A4	123041	5426	0.50137536	0.634150282
ARHGEF6	9459	5427	0.501388925	0.634150282
SIM1	6492	5428	0.501805388	0.634455985
JAK1	3716	5429	0.50186267	0.634455985
AKR7L	246181	5430	0.501912713	0.634455985
SC5DL	6309	5431	0.502048754	0.634455985
NMUR2	56923	5432	0.50209279	0.634455985
TMPRSS7	344805	5433	0.50244457	0.634783642
KLKB1	3818	5434	0.504030102	0.636592401
SMAD4	4089	5435	0.504061728	0.636592401
PAQR9	344838	5436	0.504301523	0.636778082
GMNN	51053	5437	0.504424682	0.636816446
MAPK4	5596	5438	0.504663589	0.636908864
IER3	8870	5439	0.504754136	0.636908864
PDIA3	2923	5440	0.504776256	0.636908864
REEP4	80346	5441	0.504935267	0.636992404
IL17C	27189	5442	0.505116446	0.637103875
PELO	53918	5443	0.505660277	0.63766551
GZMH	2999	5444	0.505750958	0.63766551
HCN1	348980	5445	0.505840429	0.63766551
OR10A5	144124	5446	0.506146625	0.637934343
KIF18B	146909	5447	0.506520835	0.638288785
TSC2	7249	5448	0.506674171	0.638364815
TOPORS	10210	5449	0.506840082	0.638456657
GLRX	2745	5450	0.507071326	0.638630749
NEK2	4751	5451	0.507182089	0.638653065
CPLX1	10815	5452	0.507359949	0.638696057
ATP6AP2	10159	5453	0.507402331	0.638696057
IL13RA1	3597	5454	0.507865803	0.639116461
SLC7A5	8140	5455	0.50806841	0.639116461
FZD7	8324	5456	0.50807091	0.639116461
LRRK1	79705	5457	0.508130677	0.639116461
CCNB1	891	5458	0.50820396	0.639116461
DHFR	1719	5459	0.508294983	0.639116461
KCNK13	56659	5460	0.508426101	0.639164241
FMOD	2331	5461	0.509072252	0.639859355
EGLN2	112398	5462	0.5095796	0.640332292
LRP6	4040	5463	0.509661795	0.640332292
FGF2	2247	5464	0.50978669	0.640332292
EED	8726	5465	0.509821675	0.640332292
SYNE2	23224	5466	0.510018969	0.64035551
PRKAR1B	5575	5467	0.510026744	0.64035551
IRS4	8471	5468	0.510873722	0.641301614
HERC6	55008	5469	0.51113666	0.641494356
PTP4A2	8073	5470	0.511214179	0.641494356
TRAF3IP1	26146	5471	0.511390556	0.641598387
FAF1	11124	5472	0.511488497	0.641603992
PDK1	5163	5473	0.511879147	0.641943172
TJP1	7082	5474	0.511945939	0.641943172
SPRY2	10253	5475	0.512188119	0.642129543
FLRT1	23769	5476	0.512697099	0.64260696
TNFRSF8	943	5477	0.512769853	0.64260696
DRD3	1814	5478	0.512849785	0.64260696
CXorf21	80231	5479	0.512943598	0.642607201
AVPR1A	552	5480	0.513300501	0.642782803
PTAFR	5724	5481	0.513304774	0.642782803
FLVCR1	28982	5482	0.513364704	0.642782803
ACTR3	10096	5483	0.513778775	0.643183934
USF2	7392	5484	0.514206189	0.643401218
NFKBIA	4792	5485	0.514237752	0.643401218
TOMM22	56993	5486	0.514297003	0.643401218
TMED1	11018	5487	0.514420887	0.643401218
ITGAX	3687	5488	0.514442614	0.643401218
STAT5B	6777	5489	0.514605155	0.643401218
NR5A1	2516	5490	0.514749052	0.643401218
ACCN2	41	5491	0.514874623	0.643401218
GMDS	2762	5492	0.514962516	0.643401218
TLL1	7092	5493	0.514972754	0.643401218
NSUN4	387338	5494	0.515050397	0.643401218
RAP2B	5912	5495	0.51507717	0.643401218
KIF22	3835	5496	0.515248583	0.64349823
RNF6	6049	5497	0.515478087	0.643667744
SNRNP25	79622	5498	0.51578932	0.643939231
AQP3	360	5499	0.516220693	0.644316789
CDK9	1025	5500	0.516279478	0.644316789
BFAR	51283	5501	0.516585126	0.644581041
XPNPEP1	7511	5502	0.516725008	0.644629723
KCNE1	3753	5503	0.51688475	0.644629723
GANC	2595	5504	0.516905885	0.644629723
CD163	9332	5505	0.517068367	0.644715217
CTSO	1519	5506	0.518050582	0.645555795
CREM	1390	5507	0.518075303	0.645555795
DUS3L	56931	5508	0.518105309	0.645555795
FMR1	2332	5509	0.518118717	0.645555795
PPP1R3C	5507	5510	0.518279715	0.645632663
COMT	1312	5511	0.518368532	0.645632663
TRAT1	50852	5512	0.51864325	0.645840903
CD63	967	5513	0.518752017	0.645840903
IL1F10	84639	5514	0.518817998	0.645840903
GSN	2934	5515	0.519080033	0.646049927
N6AMT1	29104	5516	0.51939933	0.646330131
ANP32A	8125	5517	0.519741745	0.646401659
ZNF280B	140883	5518	0.519769495	0.646401659
TTBK1	84630	5519	0.519808217	0.646401659
CYP2S1	29785	5520	0.519862067	0.646401659
FEN1	2237	5521	0.519927675	0.646401659
ALOX5AP	241	5522	0.520582327	0.647098351
ERN1	2081	5523	0.520805443	0.647258476
GZMM	3004	5524	0.520975134	0.647352158
ADARB1	104	5525	0.521105905	0.647397454
TGFB1I1	7041	5526	0.521530481	0.647752136
GOLGA5	9950	5527	0.521760197	0.647752136
SMYD2	56950	5528	0.521781456	0.647752136
UBE4A	9354	5529	0.521891031	0.647752136
ACCN3	9311	5530	0.52195535	0.647752136
TANK	10010	5531	0.522218082	0.647752136
IL28A	282616	5532	0.522256354	0.647752136
ARHGDIA	396	5533	0.522272917	0.647752136
KLK13	26085	5534	0.522302995	0.647752136
EPHA5	2044	5535	0.522335092	0.647752136
CSNK2B	1460	5536	0.522737942	0.648134616
MECR	51102	5537	0.523016884	0.648327453
TRAF5	7188	5538	0.523082377	0.648327453
RAET1E	135250	5539	0.523258042	0.648358
RBM4	5936	5540	0.523295938	0.648358
ARNT	405	5541	0.523604976	0.648623814
ACPP	55	5542	0.523798869	0.648746921
S100A13	6284	5543	0.524040628	0.648929257
SEC11A	23478	5544	0.524226925	0.649020361
PER3	8863	5545	0.524374277	0.649020361
HRK	8739	5546	0.524397862	0.649020361
SESTD1	91404	5547	0.524600853	0.649154544
NCOA6	23054	5548	0.525130101	0.649611178
TRPV5	56302	5549	0.525159153	0.649611178
CLCN3	1182	5550	0.525345747	0.649723244
PRKAR2A	5576	5551	0.525439063	0.649723244
EPHB3	2049	5552	0.525999221	0.650298749
CD151	977	5553	0.526334559	0.650520136
TRIM48	79097	5554	0.526367837	0.650520136
TRIM37	4591	5555	0.526653303	0.650648039
COPG	22820	5556	0.526660913	0.650648039
HMCN1	83872	5557	0.526772278	0.650668511
TWF2	11344	5558	0.527063914	0.650864851
SOCS3	9021	5559	0.527120878	0.650864851
GTF2H2	2966	5560	0.527290245	0.650956878
STK32A	202374	5561	0.527494953	0.651092494
CUGBP1	10658	5562	0.527794035	0.651308969
AMIGO2	347902	5563	0.527882623	0.651308969
PNRC1	10957	5564	0.528056963	0.651308969
ATP1A4	480	5565	0.528127162	0.651308969
PRKCDBP	112464	5566	0.528226683	0.651308969
INPP4B	8821	5567	0.528291897	0.651308969
AURKA	6790	5568	0.528338031	0.651308969
RASSF1	11186	5569	0.528442202	0.651308969
HEXB	3074	5570	0.528525472	0.651308969
RPP38	10557	5571	0.528619211	0.651308969
FSD1	79187	5572	0.529187979	0.651762818
IGSF10	285313	5573	0.529275735	0.651762818
CAPN3	825	5574	0.529291297	0.651762818
RTEL1	51750	5575	0.529388026	0.651762818
SCN4A	6329	5576	0.529463426	0.651762818
DUSP10	11221	5577	0.52955729	0.651762818
CA2	760	5578	0.529980603	0.652065496
CYP4F8	11283	5579	0.529993211	0.652065496
PGA5	5222	5580	0.530459865	0.652462151
MAPK8	5599	5581	0.530526535	0.652462151
CRLF3	51379	5582	0.530628141	0.652462151
VAMP2	6844	5583	0.530695832	0.652462151
CYSLTR2	57105	5584	0.530993252	0.652710903
RAD50	10111	5585	0.531669463	0.653425102
TNFRSF10C	8794	5586	0.532379018	0.654180018
PC	5091	5587	0.532727256	0.654409066
AKT2	208	5588	0.532756099	0.654409066
IL11	3589	5589	0.533227731	0.654868657
BLK	640	5590	0.533322096	0.654868657
LTK	4058	5591	0.533416472	0.654868657
PSMC3	5702	5592	0.533839946	0.655163132
PPOX	5498	5593	0.533925249	0.655163132
TXNDC11	51061	5594	0.533942681	0.655163132
CIB2	10518	5595	0.534436822	0.655557925
SOCS2	8835	5596	0.534455441	0.655557925
FBXL17	64839	5597	0.534737468	0.655705615
OR51E2	81285	5598	0.534791457	0.655705615
NR2C2	7182	5599	0.534862433	0.655705615
SERPINA4	5267	5600	0.535730161	0.656652112
PROKR1	10887	5601	0.535969378	0.656709624
CD226	10666	5602	0.535972045	0.656709624
TNFRSF13B	23495	5603	0.536064106	0.656709624
CD38	952	5604	0.536561213	0.657201314
GTF2H3	2967	5605	0.536671797	0.657219485
CYTH3	9265	5606	0.537011063	0.65744359
CARD11	84433	5607	0.537046359	0.65744359
NME7	29922	5608	0.537242948	0.657566975
NR2E1	7101	5609	0.537412608	0.657657362
OR8D2	283160	5610	0.537751787	0.657884551
EVI2A	2123	5611	0.53778995	0.657884551
EIF4A3	9775	5612	0.538090779	0.658084054
SUMO1	7341	5613	0.538151294	0.658084054
TRIM41	90933	5614	0.538531437	0.658084054
PDE3B	5140	5615	0.538534786	0.658084054
ICK	22858	5616	0.538598919	0.658084054
CYP2F1	1572	5617	0.538626504	0.658084054
SLC25A44	9673	5618	0.538668385	0.658084054
FECH	2235	5619	0.538763099	0.658084054
ODC1	4953	5620	0.538816676	0.658084054
NPHP1	4867	5621	0.538911781	0.658084054
HSP90AA1	3320	5622	0.539191218	0.658308168
PABPN1	8106	5623	0.539568233	0.658577468
PLA2G16	11145	5624	0.539603683	0.658577468
TNC	3371	5625	0.539782947	0.658679137
MKRN1	23608	5626	0.539958765	0.658776566
MXI1	4601	5627	0.54040552	0.659204459
LOC220594	220594	5628	0.541614703	0.660562068
CD48	962	5629	0.541770786	0.660633231
PDE4B	5142	5630	0.54194276	0.660633231
PFKFB4	5210	5631	0.54196179	0.660633231
BRS3	680	5632	0.542059992	0.660635615
CFTR	1080	5633	0.542343861	0.660651527
LOXL4	84171	5634	0.542396612	0.660651527
WIPF2	147179	5635	0.542444863	0.660651527
PHF21B	112885	5636	0.542480738	0.660651527
LPAR1	1902	5637	0.542648955	0.660651527
ABAT	18	5638	0.54265054	0.660651527
DHRSX	207063	5639	0.543213028	0.661157029
BCL2L12	83596	5640	0.543405359	0.661157029
MAML2	84441	5641	0.543454225	0.661157029
PPP2R5A	5525	5642	0.54349164	0.661157029
GPR101	83550	5643	0.543547365	0.661157029
GMEB2	26205	5644	0.544009168	0.661601511
DGKH	160851	5645	0.544461813	0.662034701
PHF23	79142	5646	0.544912665	0.662465557
CRYGD	1421	5647	0.545103804	0.662580576
ITPK1	3705	5648	0.545504482	0.662950206
GRM3	2913	5649	0.545883656	0.66318208
PXK	54899	5650	0.545888513	0.66318208
AKAP10	11216	5651	0.546271232	0.663529594
PNLIPRP2	5408	5652	0.546381503	0.663546114
SHBG	6462	5653	0.546787865	0.663805065
ADAM12	8038	5654	0.546825041	0.663805065
PRMT6	55170	5655	0.546945644	0.663805065
BRE	9577	5656	0.546981563	0.663805065
BAD	572	5657	0.54749421	0.664078249
AKR1CL1	340811	5658	0.547529066	0.664078249
MAPKAPK3	7867	5659	0.547562526	0.664078249
RXFP2	122042	5660	0.547715431	0.664078249
MTMR9	66036	5661	0.547811712	0.664078249
FLCN	201163	5662	0.547908005	0.664078249
DPEP2	64174	5663	0.547924095	0.664078249
DPP3	10072	5664	0.547984602	0.664078249
ITGA8	8516	5665	0.548143295	0.664078249
NRAS	4893	5666	0.548174149	0.664078249
IRAK1BP1	134728	5667	0.548389661	0.664222099
ADIPOQ	9370	5668	0.549064513	0.664922163
KIF15	56992	5669	0.549261631	0.665043541
TESK1	7016	5670	0.549450422	0.665072385
IGFBP1	3484	5671	0.549479239	0.665072385
MAP4K5	11183	5672	0.549836953	0.665386613
SERPINA9	327657	5673	0.549933095	0.665386613
EDAR	10913	5674	0.550029668	0.665386613
GJA8	2703	5675	0.550786524	0.666104883
USP3	9960	5676	0.550898702	0.666104883
CPT2	1376	5677	0.550915357	0.666104883
GRIP1	23426	5678	0.551011586	0.666104883
RPL10	6134	5679	0.55127272	0.666303214
FZD6	8323	5680	0.551377004	0.666311929
NPM1	4869	5681	0.551595649	0.666458816
RRBP1	6238	5682	0.551752529	0.666531038
HSPG2	3339	5683	0.552905486	0.667806309
IL1RL2	8808	5684	0.553320714	0.66819025
PLCB1	23236	5685	0.553425616	0.668199372
HK2	3099	5686	0.553708864	0.668423785
TUSC3	7991	5687	0.554525312	0.669291673
CD3G	917	5688	0.554647187	0.669321078
DTNBP1	84062	5689	0.554775721	0.669358507
MEX3A	92312	5690	0.554874541	0.669360079
EN1	2019	5691	0.555360782	0.66971687
CYP26C1	340665	5692	0.555458069	0.66971687
NPY5R	4889	5693	0.555463016	0.66971687
FFAR3	2865	5694	0.555868301	0.66992211
SSTR2	6752	5695	0.555932519	0.66992211
SP110	3431	5696	0.555997434	0.66992211
EPHA4	2043	5697	0.556039001	0.66992211
PLXNA4	91584	5698	0.556121239	0.66992211
GAD1	2571	5699	0.556253132	0.669963414
TBCKL	93627	5700	0.55676461	0.67029503
ALAD	210	5701	0.55677873	0.67029503
PRSS35	167681	5702	0.556821425	0.67029503
AGTRAP	57085	5703	0.556942989	0.670323808
CLCF1	23529	5704	0.557071909	0.670336029
MRC1	4360	5705	0.557148462	0.670336029
CCNT1	904	5706	0.557495668	0.670636219
PKD1L2	114780	5707	0.557796785	0.670880871
SSH3	54961	5708	0.558173474	0.671216315
G6PC	2538	5709	0.55861374	0.67162808
IRAK2	3656	5710	0.558828684	0.671768842
GUCY1B2	2974	5711	0.558968909	0.671809364
GABRB1	2560	5712	0.559147336	0.671809364
ITGA7	3679	5713	0.559156016	0.671809364
EHMT2	10919	5714	0.559483165	0.671908606
KCNA7	3743	5715	0.559524311	0.671908606
CSF1R	1436	5716	0.559532283	0.671908606
CTNNA2	1496	5717	0.559849213	0.672105217
ZNRF3	84133	5718	0.559891846	0.672105217
TNXA	7146	5719	0.56022898	0.672392327
KNG1	3827	5720	0.560545143	0.672654172
FOSL2	2355	5721	0.560960648	0.673035114
CD58	965	5722	0.561566157	0.673643849
FBN2	2201	5723	0.561893306	0.673918513
RPS6KL1	83694	5724	0.562093809	0.673935205
CD2AP	23607	5725	0.562167916	0.673935205
PREPL	9581	5726	0.562201775	0.673935205
OR2A4	79541	5727	0.562419322	0.674078265
IL17B	27190	5728	0.56258201	0.674155537
PPM1D	8493	5729	0.562692824	0.674170631
ABCB7	22	5730	0.563069806	0.674502914
FZD10	11211	5731	0.563184194	0.674502914
EIF2C3	192669	5732	0.563300194	0.674502914
UNC13A	23025	5733	0.563428029	0.674502914
AKR1C4	1109	5734	0.563461496	0.674502914
RNF135	84282	5735	0.563623581	0.674524283
MPP1	4354	5736	0.563675887	0.674524283
NTF3	4908	5737	0.563777894	0.674524555
DAPK1	1612	5738	0.563872654	0.674524555
MINA	84864	5739	0.564314623	0.674935629
C10orf2	56652	5740	0.564561744	0.675113556
CDC25B	994	5741	0.565052682	0.675545485
ABCB6	10058	5742	0.565119781	0.675545485
NFIB	4781	5743	0.565790804	0.67605741
OR51E1	143503	5744	0.56585488	0.67605741
TNFRSF17	608	5745	0.56599212	0.67605741
UNG	7374	5746	0.566001776	0.67605741
TSSK1B	83942	5747	0.566040492	0.67605741
OR4C3	256144	5748	0.566392143	0.67635972
TBP	6908	5749	0.566569208	0.676448045
AK5	26289	5750	0.566663208	0.676448045
THBD	7056	5751	0.566830344	0.676529905
TNFSF10	8743	5752	0.567258129	0.676638889
ARNT2	9915	5753	0.567267229	0.676638889
ATP2C1	27032	5754	0.567352341	0.676638889
NEK8	284086	5755	0.567423276	0.676638889
KIF3B	9371	5756	0.567430398	0.676638889
RAX	30062	5757	0.567513124	0.676638889
PAX3	5077	5758	0.567683512	0.676724492
MAPRE1	22919	5759	0.567819477	0.676769038
ING3	54556	5760	0.568016673	0.676781607
DNAH9	1770	5761	0.56802722	0.676781607
FANCD2	2177	5762	0.568468971	0.677190388
AZU1	566	5763	0.568730624	0.677384522
RHO	6010	5764	0.569213265	0.677841751
TFRC	7037	5765	0.569802011	0.678425152
RTDR1	27156	5766	0.570422168	0.67889278
TYK2	7297	5767	0.57062358	0.67889278
IL5	3567	5768	0.570690718	0.67889278
BNIP3L	665	5769	0.570887696	0.67889278
PECR	55825	5770	0.570891321	0.67889278
TIMP1	7076	5771	0.570894189	0.67889278
FBXO6	26270	5772	0.570988228	0.67889278
PAG1	55824	5773	0.571006864	0.67889278
CDCA8	55143	5774	0.571084923	0.67889278
P2RX2	22953	5775	0.571429265	0.679136038
TUBAL3	79861	5776	0.571487435	0.679136038
NDUFS4	4724	5777	0.571650678	0.679212438
TGIF1	7050	5778	0.572017918	0.679256995
DDC	1644	5779	0.572033567	0.679256995
ASGR2	433	5780	0.57208396	0.679256995
BRAP	8315	5781	0.572084016	0.679256995
C3AR1	719	5782	0.572183492	0.679257608
TUBB2B	347733	5783	0.572382482	0.679376337
AQP5	362	5784	0.572725821	0.679599869
NPTXR	23467	5785	0.572780617	0.679599869
DECR2	26063	5786	0.57304844	0.679599869
HIPK1	204851	5787	0.573175111	0.679599869
MDH2	4191	5788	0.573351751	0.679599869
CHRNA5	1138	5789	0.573376572	0.679599869
MAP3K14	9020	5790	0.573378211	0.679599869
CTDSP2	10106	5791	0.573477855	0.679599869
MYCN	4613	5792	0.573492899	0.679599869
WDR3	10885	5793	0.573577512	0.679599869
KCNQ3	3786	5794	0.573677182	0.679599869
CDC45L	8318	5795	0.573776866	0.679599869
PHF11	51131	5796	0.573857931	0.679599869
TRIM47	91107	5797	0.574000685	0.679651665
GALT	2592	5798	0.574176862	0.679743012
TM2D1	83941	5799	0.574495615	0.680003087
LIN9	286826	5800	0.574654924	0.680074379
ITK	3702	5801	0.575015717	0.680276094
ACTL6B	51412	5802	0.575039526	0.680276094
CASP3	836	5803	0.575122694	0.680276094
HSDL2	84263	5804	0.575373565	0.680455574
COL6A3	1293	5805	0.575611606	0.680619821
TFAP2B	7021	5806	0.575995841	0.680864641
PSMB3	5691	5807	0.576017041	0.680864641
CD248	57124	5808	0.576192337	0.68095458
FAM3B	54097	5809	0.576410205	0.681094792
GABRR3	200959	5810	0.576573275	0.681170217
MBTPS2	51360	5811	0.576721873	0.681228521
ZNRF4	148066	5812	0.576873496	0.681250795
NCL	4691	5813	0.576973595	0.681250795
CCRL2	9034	5814	0.577118497	0.681250795
